Time,Volume,Index,Percent
2024-04-09 14:54:00,3860237664,2032.66,0.28
2024-04-09 14:55:00,3891393000,2032.51,0.28
2024-04-09 14:56:00,3924734450,2032.4,0.27
2024-04-09 14:57:00,3958592655,2033.31,0.32
2024-04-09 14:57:00,3958592655,2033.31,0.32
2024-04-09 14:58:00,3991297690,2032.41,0.27
2024-04-09 14:59:00,4048631747,2033.07,0.3
2024-04-09 15:00:00,4143783989,2036.01,0.45
